"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 25, 2019","2.60","2.64","2.66","2.55","16.29M","-1.52%"
"Jun 24, 2019","2.64","2.61","2.69","2.51","22.69M","0.00%"
"Jun 21, 2019","2.64","2.88","2.90","2.57","49.60M","-6.71%"
"Jun 20, 2019","2.83","2.87","3.05","2.80","55.70M","3.28%"
"Jun 19, 2019","2.74","2.67","2.84","2.56","43.76M","8.30%"
"Jun 18, 2019","2.53","2.52","2.71","2.45","50.08M","2.85%"
"Jun 17, 2019","2.46","2.39","2.53","2.35","20.83M","1.65%"
"Jun 14, 2019","2.42","2.44","2.45","2.35","27.07M","-3.97%"
"Jun 13, 2019","2.52","2.55","2.62","2.50","21.96M","-1.18%"
"Jun 12, 2019","2.55","2.62","2.62","2.50","30.10M","-2.30%"
"Jun 11, 2019","2.61","2.67","2.67","2.55","33.07M","-0.76%"
"Jun 10, 2019","2.63","2.75","2.82","2.59","35.99M","-4.71%"
"Jun 07, 2019","2.76","2.64","2.81","2.55","31.40M","4.15%"
"Jun 06, 2019","2.65","2.90","2.90","2.54","54.09M","-6.36%"
"Jun 05, 2019","2.83","3.07","3.09","2.76","38.18M","-6.91%"
"Jun 04, 2019","3.04","3.00","3.11","2.97","30.92M","2.70%"
"Jun 03, 2019","2.96","2.98","3.06","2.74","51.79M","-2.95%"
"May 31, 2019","3.05","3.07","3.15","3.00","39.38M","-5.86%"
"May 30, 2019","3.24","3.55","3.55","3.11","55.94M","-10.25%"
"May 29, 2019","3.61","3.89","3.90","3.60","41.69M","-9.75%"
"May 28, 2019","4.00","4.12","4.14","3.88","114.47M","3.63%"
"May 24, 2019","3.86","3.98","4.04","3.81","26.07M","-1.78%"
"May 23, 2019","3.93","3.96","4.03","3.83","27.86M","-2.96%"
"May 22, 2019","4.05","4.25","4.30","4.00","35.45M","-5.59%"
"May 21, 2019","4.29","4.35","4.45","4.25","23.44M","0.94%"
"May 20, 2019","4.25","4.38","4.40","4.11","23.57M","-3.85%"
"May 17, 2019","4.42","4.58","4.70","4.42","19.78M","-5.15%"
"May 16, 2019","4.66","4.65","4.85","4.61","16.20M","-1.06%"
"May 15, 2019","4.71","4.59","4.75","4.53","14.67M","0.86%"
"May 14, 2019","4.67","4.47","4.67","4.41","27.93M","7.85%"
"May 13, 2019","4.33","4.50","4.50","4.30","21.80M","-5.04%"
"May 10, 2019","4.56","4.60","4.66","4.51","17.15M","-0.87%"
"May 09, 2019","4.60","4.54","4.70","4.51","15.76M","0.66%"
"May 08, 2019","4.57","4.79","4.81","4.56","20.46M","-5.58%"
"May 07, 2019","4.84","4.81","4.92","4.76","11.55M","-0.82%"
"May 06, 2019","4.88","4.72","4.88","4.69","16.14M","-2.79%"
"May 03, 2019","5.02","4.73","5.11","4.73","25.25M","6.36%"
"May 02, 2019","4.72","4.74","4.75","4.57","14.08M","0.85%"
"May 01, 2019","4.68","4.84","4.85","4.68","13.31M","-3.51%"
"Apr 30, 2019","4.85","4.98","5.08","4.80","14.43M","-2.61%"
"Apr 29, 2019","4.98","4.89","5.05","4.87","15.20M","1.22%"
"Apr 26, 2019","4.92","4.85","4.93","4.77","11.89M","0.41%"
"Apr 25, 2019","4.90","5.01","5.15","4.85","21.55M","-2.00%"
"Apr 24, 2019","5.00","4.79","5.01","4.75","20.40M","3.52%"
"Apr 23, 2019","4.83","4.82","4.92","4.73","15.11M","1.05%"
"Apr 22, 2019","4.78","4.74","4.81","4.62","12.94M","-0.21%"
"Apr 18, 2019","4.79","4.53","4.92","4.44","31.21M","4.36%"
"Apr 17, 2019","4.59","4.61","4.72","4.51","30.55M","3.15%"
"Apr 16, 2019","4.45","4.80","4.81","4.43","46.35M","-6.32%"
"Apr 15, 2019","4.75","4.99","5.00","4.72","27.49M","-4.81%"
"Apr 12, 2019","4.99","5.03","5.06","4.95","15.56M","-0.40%"
"Apr 11, 2019","5.01","5.00","5.08","4.97","17.64M","-0.79%"
"Apr 10, 2019","5.05","5.06","5.11","4.96","25.96M","-0.59%"
"Apr 09, 2019","5.08","5.28","5.28","5.06","32.59M","-4.15%"
"Apr 08, 2019","5.30","5.33","5.38","5.25","17.35M","-1.12%"
"Apr 05, 2019","5.36","5.37","5.40","5.31","18.09M","0.19%"
"Apr 04, 2019","5.35","5.39","5.50","5.27","31.70M","0.75%"
"Apr 03, 2019","5.31","5.55","5.58","5.23","35.32M","-1.48%"
"Apr 02, 2019","5.39","5.43","5.61","5.34","55.81M","3.45%"
"Apr 01, 2019","5.21","5.29","5.40","5.14","32.40M","2.16%"
"Mar 29, 2019","5.10","5.06","5.13","5.03","23.60M","1.80%"
"Mar 28, 2019","5.01","5.04","5.17","4.93","29.46M","0.60%"
"Mar 27, 2019","4.98","5.01","5.19","4.96","39.75M","0.40%"
"Mar 26, 2019","4.96","5.20","5.22","4.90","67.21M","-7.29%"
"Mar 25, 2019","5.35","5.62","5.66","5.27","38.99M","-4.80%"
"Mar 22, 2019","5.62","5.80","5.87","5.60","24.96M","-3.77%"
"Mar 21, 2019","5.84","5.75","5.95","5.74","21.37M","-0.17%"
"Mar 20, 2019","5.85","6.02","6.03","5.71","39.05M","-1.85%"
"Mar 19, 2019","5.96","5.75","6.03","5.73","54.51M","3.65%"
"Mar 18, 2019","5.75","5.69","5.95","5.44","76.51M","0.70%"
"Mar 15, 2019","5.71","6.12","6.13","5.71","85.78M","-5.31%"
"Mar 14, 2019","6.03","6.63","6.64","6.00","58.98M","-7.66%"
"Mar 13, 2019","6.53","6.32","6.77","6.24","41.73M","2.19%"
"Mar 12, 2019","6.39","6.62","6.64","6.37","41.62M","-3.03%"
"Mar 11, 2019","6.59","6.95","6.98","6.55","62.54M","-6.66%"
"Mar 08, 2019","7.06","7.02","7.20","6.85","32.04M","-0.42%"
"Mar 07, 2019","7.09","7.81","7.95","7.00","52.47M","-11.49%"
"Mar 06, 2019","8.01","8.26","8.72","8.00","73.52M","-21.16%"
"Mar 05, 2019","10.16","9.80","10.63","9.70","53.68M","3.89%"
"Mar 04, 2019","9.78","10.32","10.37","9.15","43.75M","-2.78%"
"Mar 01, 2019","10.06","9.82","10.20","9.73","32.41M","5.12%"
"Feb 28, 2019","9.57","9.85","9.93","9.46","26.51M","-2.84%"
"Feb 27, 2019","9.85","10.15","10.25","9.33","53.23M","0.61%"
"Feb 26, 2019","9.79","9.16","10.64","8.82","106.02M","8.78%"
"Feb 25, 2019","9.00","9.04","9.09","8.60","52.42M","10.16%"
"Feb 22, 2019","8.17","7.92","8.22","7.75","26.60M","6.94%"
"Feb 21, 2019","7.64","7.70","7.73","7.43","8.06M","0.26%"
"Feb 20, 2019","7.62","7.26","7.77","7.26","21.50M","4.96%"
"Feb 19, 2019","7.26","7.40","7.43","7.21","9.97M","-2.02%"
"Feb 15, 2019","7.41","7.55","7.64","7.25","15.62M","-0.94%"
"Feb 14, 2019","7.48","7.70","7.78","7.42","14.73M","-0.13%"
"Feb 13, 2019","7.49","7.52","7.68","7.39","10.87M","0.67%"
"Feb 12, 2019","7.44","7.35","7.57","7.14","13.26M","-0.27%"
"Feb 11, 2019","7.46","7.67","7.77","7.38","9.75M","-2.74%"
"Feb 08, 2019","7.67","8.00","8.00","7.28","21.71M","-4.60%"
"Feb 07, 2019","8.04","8.28","8.37","7.80","23.20M","-4.29%"
"Feb 06, 2019","8.40","7.95","8.59","7.83","33.40M","6.60%"
"Feb 05, 2019","7.88","7.71","7.96","7.61","9.03M","0.38%"
"Feb 04, 2019","7.85","7.96","7.98","7.74","8.59M","-0.63%"
"Feb 01, 2019","7.90","7.85","8.11","7.68","20.79M","0.25%"
"Jan 31, 2019","7.88","7.40","7.89","7.40","21.23M","5.63%"
"Jan 30, 2019","7.46","6.94","7.55","6.92","28.78M","7.49%"
"Jan 29, 2019","6.94","6.68","6.97","6.64","14.20M","4.05%"
"Jan 28, 2019","6.67","6.56","6.68","6.48","5.11M","0.30%"
"Jan 25, 2019","6.65","6.65","6.78","6.60","6.73M","1.06%"
"Jan 24, 2019","6.58","6.47","6.75","6.47","5.92M","0.46%"
"Jan 23, 2019","6.55","6.63","6.79","6.47","5.69M","-0.30%"
"Jan 22, 2019","6.57","6.63","6.67","6.51","6.38M","-2.09%"
"Jan 18, 2019","6.71","6.89","6.91","6.68","9.24M","-1.47%"
"Jan 17, 2019","6.81","6.70","6.88","6.53","8.51M","1.49%"
"Jan 16, 2019","6.71","6.80","6.90","6.68","6.94M","-1.61%"
"Jan 15, 2019","6.82","6.85","7.07","6.75","12.63M","0.29%"
"Jan 14, 2019","6.80","6.51","7.15","6.37","19.45M","3.19%"
"Jan 11, 2019","6.59","6.50","6.62","6.48","6.90M","-1.05%"
"Jan 10, 2019","6.66","6.63","6.73","6.41","11.22M","0.45%"
"Jan 09, 2019","6.63","6.41","6.69","6.35","11.49M","3.59%"
"Jan 08, 2019","6.40","6.57","6.58","6.17","9.60M","-1.54%"
"Jan 07, 2019","6.50","6.41","6.58","6.31","9.71M","2.20%"
"Jan 04, 2019","6.36","6.19","6.40","6.13","9.41M","5.12%"
"Jan 03, 2019","6.05","6.10","6.15","6.02","7.56M","-2.42%"
"Jan 02, 2019","6.20","6.13","6.24","6.00","8.82M","-2.67%"
"Dec 31, 2018","6.37","6.56","6.57","6.21","8.67M","-1.55%"
"Dec 28, 2018","6.47","6.50","6.56","6.30","8.00M","0.62%"
"Dec 27, 2018","6.43","6.17","6.45","6.03","8.53M","1.10%"
"Dec 26, 2018","6.36","6.11","6.37","5.96","9.91M","7.43%"
"Dec 24, 2018","5.92","6.00","6.12","5.84","8.84M","-2.47%"
"Dec 21, 2018","6.07","6.53","6.65","6.06","13.60M","-6.90%"
"Dec 20, 2018","6.52","6.82","6.92","6.33","12.08M","-4.54%"
"Dec 19, 2018","6.83","7.01","7.15","6.80","9.30M","-3.39%"
"Dec 18, 2018","7.07","7.03","7.19","6.83","10.69M","0.57%"
"Dec 17, 2018","7.03","7.63","7.64","6.96","18.13M","-8.70%"
"Dec 14, 2018","7.70","7.53","7.89","7.40","10.77M","-0.65%"
"Dec 13, 2018","7.75","7.55","7.90","7.26","14.98M","2.79%"
"Dec 12, 2018","7.54","7.20","7.55","7.12","16.01M","6.50%"
"Dec 11, 2018","7.08","7.08","7.20","6.92","8.10M","0.71%"
"Dec 10, 2018","7.03","7.03","7.12","6.74","9.98M","0.57%"
"Dec 07, 2018","6.99","7.36","7.38","6.96","11.58M","-5.16%"
"Dec 06, 2018","7.37","6.86","7.37","6.72","16.69M","4.10%"
"Dec 04, 2018","7.08","7.60","7.64","7.05","19.62M","-6.60%"
"Dec 03, 2018","7.58","8.10","8.13","7.50","22.34M","-1.69%"
"Nov 30, 2018","7.71","7.80","8.00","7.68","10.99M","-1.03%"
"Nov 29, 2018","7.79","8.06","8.12","7.76","13.21M","-4.06%"
"Nov 28, 2018","8.12","7.60","8.15","7.60","22.10M","8.56%"
"Nov 27, 2018","7.48","7.30","7.70","7.23","9.08M","1.49%"
"Nov 26, 2018","7.37","7.61","7.63","7.16","12.16M","-1.21%"
"Nov 23, 2018","7.46","7.68","7.70","7.41","8.12M","-3.24%"
"Nov 21, 2018","7.71","7.90","8.05","7.63","13.99M","0.52%"
"Nov 20, 2018","7.67","7.65","7.91","7.15","26.92M","-2.17%"
"Nov 19, 2018","7.84","7.38","8.21","7.28","49.17M","9.04%"
"Nov 16, 2018","7.19","7.40","7.65","7.16","14.97M","-2.04%"
"Nov 15, 2018","7.34","7.15","7.49","7.11","18.04M","3.38%"
"Nov 14, 2018","7.10","6.80","7.45","6.80","29.59M","4.72%"
"Nov 13, 2018","6.78","6.69","6.90","6.58","15.37M","1.95%"
"Nov 12, 2018","6.65","6.72","6.93","6.56","12.71M","-1.77%"
"Nov 09, 2018","6.77","6.59","6.93","6.52","12.79M","1.20%"
"Nov 08, 2018","6.69","6.49","7.10","6.47","20.51M","-0.74%"
"Nov 07, 2018","6.74","6.42","6.88","6.15","23.76M","5.31%"
"Nov 06, 2018","6.40","7.22","7.32","6.40","49.86M","-4.19%"
"Nov 05, 2018","6.68","6.52","6.72","6.25","13.19M","2.93%"
"Nov 02, 2018","6.49","6.84","6.84","6.27","17.99M","-1.96%"
"Nov 01, 2018","6.62","6.00","6.78","5.96","24.33M","12.20%"
"Oct 31, 2018","5.90","6.08","6.25","5.90","15.21M","-0.84%"
"Oct 30, 2018","5.95","6.20","6.22","5.62","21.82M","-3.88%"
"Oct 29, 2018","6.19","6.53","6.79","6.05","16.03M","-2.52%"
"Oct 26, 2018","6.35","6.21","6.51","6.18","9.46M","-1.55%"
"Oct 25, 2018","6.45","6.27","6.57","6.25","9.19M","4.54%"
"Oct 24, 2018","6.17","6.85","6.85","6.13","14.79M","-9.40%"
"Oct 23, 2018","6.81","6.74","6.89","6.45","14.90M","-3.13%"
